Mpio;Género;Edad;Educ;Cqt_bm;Problema;Gestión_Harry_González_Gestionpp;Gestion_Edwin_Valdéz_Gestionpp;Gestión_Álvaro_Pacheco_Gestionpp;GestiónAndrés_Perdomo_Gestión;Votopartd;Gob_vota;Gob_nuna_vota
FLORENCIA;Masculino;25-34;Universidad;Ns / Nr;Malla vial;Desaprueba;Aprueba;Desaprueba;Ns/Nr;Partido Conservador;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
FLORENCIA;Femenino;Mayor de 55;Secundaria;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Ns/Nr;Desaprueba;Partido de la U;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Primaria;Mal Camino;Desempleo;Aprueba;Aprueba;Desaprueba;Aprueba;Farc;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;45-54;Secundaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Aprueba;Desaprueba;Ns / Nr;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Vivienda;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Polo Democrático Alternativo;Luis Antonio Ruiz Cicery;Diego Ramírez Osorio
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Ns / Nr;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;25-34;Universidad;Buen Camino;Deforestación;Ns/Nr;Desaprueba;Ns/Nr;Ns/Nr;Ns / Nr;Ns/Nr;Luis Antonio Ruiz Cicery
FLORENCIA;Masculino;45-54;Secundaria;Buen Camino;Deforestación;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Oscar Conde Ortiz
FLORENCIA;Femenino;35-44;Universidad;Buen Camino;Deforestación;Aprueba;Desaprueba;Aprueba;Ns/Nr;Partido Liberal;Oscar Raúl Rojas;Luis Francisco Ruíz Aguilar
FLORENCIA;Masculino;18-24;Secundaria;Mal Camino;Narcotráfico;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Ns / Nr;Salud;Desaprueba;Ns/Nr;Ns/Nr;Desaprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Primaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Cambio Radical;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Masculino;25-34;Primaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Aprueba;Aprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Buen Camino;Malla vial;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Masculino;25-34;Universidad;Mal Camino;Deforestación;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Masculino;25-34;Tecnología;Buen Camino;Guerrilla;Desaprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Universidad;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;Aprueba;Ns / Nr;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Femenino;45-54;Tecnología;Ns / Nr;Ns/Nr;Aprueba;Ns/Nr;Desaprueba;Desaprueba;Partido Conservador;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
FLORENCIA;Masculino;25-34;Universidad;Mal Camino;Minería;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Mira;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Primaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Aprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Masculino;35-44;Primaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;Desaprueba;Ns / Nr;Oscar Raúl Rojas;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Narcotráfico;Aprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;César Augusto Torres Ríos;James Urrego Carvajal
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Educación;Aprueba;Aprueba;Aprueba;Aprueba;Centro Democrático;Arnulfo Gasca Trujillo;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Tecnología;Buen Camino;Salud;Desaprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Oscar Raúl Rojas;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;18-24;Tecnología;Mal Camino;Guerrilla;Ns/Nr;Ns/Nr;Ns/Nr;Aprueba;Partido de la U;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Ns/Nr;Desaprueba;Alianza Verde;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Masculino;Mayor de 55;Primaria;Buen Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Cambio Radical;Arnulfo Gasca Trujillo;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Ns/Nr;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Universidad;Mal Camino;Malla vial;Ns/Nr;Ns/Nr;Ns/Nr;Aprueba;Farc;Arnulfo Gasca Trujillo;Luz Mila Cicery Ortiz
FLORENCIA;Femenino;18-24;Universidad;Mal Camino;Inseguridad;Aprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Deforestación;Aprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Luis Antonio Ruiz Cicery;Diego Ramírez Osorio
FLORENCIA;Masculino;18-24;Secundaria;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Cambio Radical;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Corrupción;Aprueba;Desaprueba;Aprueba;Aprueba;Partido de la U;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Secundaria;Ns / Nr;Explotación petrolera;Ns/Nr;Desaprueba;Aprueba;Desaprueba;Partido de la U;Luis Antonio Ruiz Cicery;Luis Francisco Ruíz Aguilar
FLORENCIA;Femenino;35-44;Tecnología;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Luz Mila Cicery Ortiz;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Ns / Nr;Inseguridad;Desaprueba;Desaprueba;Aprueba;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;César Augusto Torres Ríos
FLORENCIA;Femenino;25-34;Secundaria;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;Aprueba;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Inseguridad;Ns/Nr;Aprueba;Ns/Nr;Desaprueba;Partido Conservador;Arnulfo Gasca Trujillo;Luz Mila Cicery Ortiz
FLORENCIA;Femenino;25-34;Secundaria;Mal Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;César Augusto Torres Ríos;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;45-54;Primaria;Buen Camino;Desempleo;Desaprueba;Aprueba;Aprueba;Desaprueba;Partido Liberal;Luz Mila Cicery Ortiz;James Urrego Carvajal
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Aprueba;Ns / Nr;Luz Mila Cicery Ortiz;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Buen Camino;Salud;Desaprueba;Desaprueba;Aprueba;Aprueba;Partido Conservador;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Tecnología;Buen Camino;Inseguridad;Aprueba;Aprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Inseguridad;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;35-44;Secundaria;Buen Camino;Malla vial;Aprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Francisco Ruíz Aguilar;Diego Ramírez Osorio
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Partido Conservador;Diego Ramírez Osorio;Ns/Nr
FLORENCIA;Femenino;18-24;Tecnología;Mal Camino;Corrupción;Aprueba;Aprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns / Nr;Oscar Raúl Rojas;César Augusto Torres Ríos
FLORENCIA;Femenino;45-54;Primaria;Buen Camino;Inseguridad;Aprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Oscar Raúl Rojas;Oscar Conde Ortiz
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Oscar Conde Ortiz;Diego Ramírez Osorio
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Ns/Nr;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Inseguridad;Desaprueba;Desaprueba;Aprueba;Aprueba;Alianza Verde;Arnulfo Gasca Trujillo;César Augusto Torres Ríos
FLORENCIA;Masculino;25-34;Posgrado;Mal Camino;Mototaxismo;Ns/Nr;Desaprueba;Desaprueba;Ns/Nr;Polo Democrático Alternativo;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Universidad;Buen Camino;Inseguridad;Aprueba;Desaprueba;Aprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Luz Mila Cicery Ortiz
FLORENCIA;Femenino;45-54;Secundaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
FLORENCIA;Masculino;45-54;Secundaria;Mal Camino;Corrupción;Aprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
FLORENCIA;Masculino;35-44;Tecnología;Mal Camino;Narcotráfico;Aprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Ns / Nr;Desempleo;Desaprueba;Ns/Nr;Desaprueba;Aprueba;Ns / Nr;Oscar Raúl Rojas;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Tecnología;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;Desaprueba;Alianza Verde;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;45-54;Secundaria;Ns / Nr;Salud;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Diego Ramírez Osorio
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Malla vial;Aprueba;Desaprueba;Desaprueba;Aprueba;Cambio Radical;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
FLORENCIA;Femenino;35-44;Secundaria;Buen Camino;Deforestación;Aprueba;Aprueba;Aprueba;Desaprueba;Polo Democrático Alternativo;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Narcotráfico;Aprueba;Ns/Nr;Ns/Nr;Desaprueba;Alianza Social Independiente - ASI;Diego Ramírez Osorio;Luz Mila Cicery Ortiz
FLORENCIA;Masculino;35-44;Tecnología;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Polo Democrático Alternativo;Ns/Nr;Diego Ramírez Osorio
FLORENCIA;Femenino;35-44;Tecnología;Buen Camino;Salud;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Partido de la U;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Malla vial;Desaprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Tecnología;Mal Camino;Inseguridad;Aprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;25-34;Universidad;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Centro Democrático;Oscar Conde Ortiz;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;35-44;Secundaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;Aprueba;Farc;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Inseguridad;Desaprueba;Desaprueba;Aprueba;Aprueba;Partido Liberal;Arnulfo Gasca Trujillo;Diego Ramírez Osorio
FLORENCIA;Masculino;45-54;Tecnología;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;James Urrego Carvajal
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Ns/Nr;Ns/Nr;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Alianza Verde;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;18-24;Primaria;Mal Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;Aprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Luz Mila Cicery Ortiz
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Salud;Aprueba;Ns/Nr;Aprueba;Aprueba;Ns / Nr;Oscar Conde Ortiz;Ns/Nr
FLORENCIA;Femenino;45-54;Primaria;Ns / Nr;Guerrilla;Desaprueba;Desaprueba;Desaprueba;Aprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Deforestación;Aprueba;Aprueba;Desaprueba;Desaprueba;Partido Liberal;Oscar Conde Ortiz;César Augusto Torres Ríos
FLORENCIA;Masculino;18-24;Tecnología;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Polo Democrático Alternativo;Oscar Conde Ortiz;Diego Ramírez Osorio
FLORENCIA;Femenino;25-34;Secundaria;Mal Camino;Educación;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;45-54;Universidad;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Masculino;Mayor de 55;Ns / Nr;Buen Camino;Deforestación;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Ns / Nr;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Inseguridad;Desaprueba;Ns/Nr;Aprueba;Desaprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Primaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Mal Camino;Guerrilla;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Partido Liberal;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Femenino;35-44;Primaria;Buen Camino;Malla vial;Ns/Nr;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;Argenis Garavito Arévalo;James Urrego Carvajal
FLORENCIA;Femenino;35-44;Secundaria;Buen Camino;Guerrilla;Aprueba;Aprueba;Aprueba;Aprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Diego Ramírez Osorio
FLORENCIA;Masculino;35-44;Primaria;Ns / Nr;Corrupción;Aprueba;Desaprueba;Desaprueba;Aprueba;Alianza Verde;Arnulfo Gasca Trujillo;César Augusto Torres Ríos
FLORENCIA;Femenino;25-34;Universidad;Buen Camino;Explotación petrolera;Aprueba;Aprueba;Desaprueba;Aprueba;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Secundaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Ns/Nr;Ns / Nr;Arnulfo Gasca Trujillo;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;25-34;Primaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Desaprueba;Aprueba;Centro Democrático;Oscar Conde Ortiz;James Urrego Carvajal
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Explotación petrolera;Aprueba;Ns/Nr;Desaprueba;Ns/Nr;Mira;Oscar Raúl Rojas;Diego Ramírez Osorio
FLORENCIA;Femenino;25-34;Primaria;Buen Camino;Desempleo;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Oscar Conde Ortiz;Ns/Nr
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Inseguridad;Aprueba;Aprueba;Aprueba;Aprueba;Cambio Radical;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
FLORENCIA;Masculino;35-44;Ns / Nr;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Argenis Garavito Arévalo;Ns/Nr
FLORENCIA;Femenino;35-44;Universidad;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;Aprueba;Ns / Nr;Oscar Raúl Rojas;Ns/Nr
FLORENCIA;Femenino;35-44;Primaria;Ns / Nr;Deforestación;Desaprueba;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;Arnulfo Gasca Trujillo;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Polo Democrático Alternativo;Oscar Conde Ortiz;Luis Francisco Ruíz Aguilar
FLORENCIA;Masculino;35-44;Tecnología;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Diego Ramírez Osorio
FLORENCIA;Femenino;18-24;Universidad;Mal Camino;Corrupción;Aprueba;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;45-54;Universidad;Mal Camino;Narcotráfico;Aprueba;Desaprueba;Ns/Nr;Desaprueba;Partido Liberal;Luis Francisco Ruíz Aguilar;Oscar Conde Ortiz
FLORENCIA;Masculino;35-44;Secundaria;Buen Camino;Salud;Aprueba;Ns/Nr;Aprueba;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Explotación petrolera;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Liberal;Luis Antonio Ruiz Cicery;Luis Francisco Ruíz Aguilar
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Salud;Aprueba;Ns/Nr;Ns/Nr;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Alianza Verde;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;25-34;Universidad;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Alianza Verde;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;35-44;Secundaria;Buen Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;Aprueba;Partido Liberal;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
FLORENCIA;Femenino;35-44;Tecnología;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Diego Ramírez Osorio
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Corrupción;Desaprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Ns/Nr;James Urrego Carvajal
FLORENCIA;Masculino;45-54;Secundaria;Buen Camino;Explotación petrolera;Aprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;James Urrego Carvajal
FLORENCIA;Femenino;45-54;Posgrado;Mal Camino;Salud;Aprueba;Desaprueba;Aprueba;Desaprueba;Alianza Social Independiente - ASI;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Inseguridad;Aprueba;Desaprueba;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Mal Camino;Inseguridad;Desaprueba;Aprueba;Aprueba;Desaprueba;Alianza Verde;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Femenino;18-24;Universidad;Buen Camino;Salud;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Tecnología;Buen Camino;Deforestación;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Luz Mila Cicery Ortiz;Luis Antonio Ruiz Cicery
FLORENCIA;Masculino;45-54;Secundaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;James Urrego Carvajal
FLORENCIA;Femenino;35-44;Posgrado;Ns / Nr;Explotación petrolera;Ns/Nr;Aprueba;Aprueba;Aprueba;Farc;Oscar Conde Ortiz;Oscar Raúl Rojas
FLORENCIA;Masculino;25-34;Universidad;Buen Camino;Educación;Aprueba;Ns/Nr;Desaprueba;Desaprueba;Partido Liberal;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Salud;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Malla vial;Desaprueba;Aprueba;Ns/Nr;Ns/Nr;Partido Conservador;James Urrego Carvajal;Luis Francisco Ruíz Aguilar
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Deforestación;Ns/Nr;Aprueba;Ns/Nr;Aprueba;Partido Liberal;James Urrego Carvajal;Ns/Nr
