Municipio, ID, Usted_considera_que_Colombia_va_por_buen_camino_o_mal_camino, Usted_considera_que_el_departamento_de_Caqueta_va_por_buen_camino_o_mal_camino, De_los_siguientes_problemas_cual_cree_que_es_el_que_mas_afecta_a_su_municipio, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Harry_Giovanny_Gonzalez_Garcia, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Edwin_Alberto_Valdez_Rodriguez, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Gobernador_alvaro_Pacheco_alvarez, Con_cual_de_los_siguientes_partidos_o_movimientos_politicos_se_siente_mas_afin, Si_las_elecciones_para_elegir_Gobernador_del_Caqueta_fueran_hoy_por_cual_de_los_siguientes_candidatos_usted_votaria, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_el_Alcalde_de_Florencia_Andres_Mauricio_Perdomo_Lara, Estrato, Genero, Edad, ultimo_nivel_educativo, Estado_civil
FLORENCIA,549,Mal Camino,Mal Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Partido de la U,César Augusto Torres Ríos,Aprueba,2,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,550,Mal Camino,Ns / Nr,Salud,Ns/Nr,Desaprueba,Aprueba,Partido de la U,Luis Antonio Ruiz Cicery,Desaprueba,2,Masculino,Mayor de 55,Secundaria,Unión libre
FLORENCIA,551,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luz Mila Cicery Ortiz,Desaprueba,1,Femenino,35-44,Tecnología,Unión libre
FLORENCIA,552,Mal Camino,Ns / Nr,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,Desaprueba,3,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,553,Buen Camino,Buen Camino,Mototaxismo,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,Aprueba,1,Femenino,25-34,Secundaria,Unión libre
FLORENCIA,554,Buen Camino,Mal Camino,Inseguridad,Ns/Nr,Aprueba,Ns/Nr,Partido Conservador,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,45-54,Primaria,Casado
FLORENCIA,555,Buen Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Ns/Nr,2,Femenino,25-34,Secundaria,Unión libre
FLORENCIA,556,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Desaprueba,Desaprueba,Ns / Nr,César Augusto Torres Ríos,Desaprueba,1,Femenino,45-54,Secundaria,Separado/Viudo
FLORENCIA,557,Mal Camino,Buen Camino,Inseguridad,Desaprueba,Aprueba,Aprueba,Partido Liberal,Luz Mila Cicery Ortiz,Desaprueba,1,Femenino,45-54,Primaria,Unión libre
FLORENCIA,558,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Ns / Nr,Luz Mila Cicery Ortiz,Aprueba,1,Femenino,25-34,Tecnología,Soltero
FLORENCIA,559,Mal Camino,Buen Camino,Inseguridad,Desaprueba,Desaprueba,Aprueba,Partido Conservador,Ns/Nr,Aprueba,1,Masculino,Mayor de 55,Primaria,Casado
FLORENCIA,560,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Desaprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Desaprueba,2,Masculino,35-44,Tecnología,Unión libre
FLORENCIA,561,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,3,Femenino,18-24,Secundaria,Soltero
FLORENCIA,562,Mal Camino,Mal Camino,Deforestación,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,25-34,Universidad,Casado
FLORENCIA,563,Buen Camino,Buen Camino,Educación,Aprueba,Desaprueba,Desaprueba,Alianza Social Independiente - ASI,Luis Francisco Ruíz Aguilar,Desaprueba,1,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,564,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Conservador,Diego Ramírez Osorio,Desaprueba,1,Femenino,25-34,Universidad,Soltero
FLORENCIA,565,Mal Camino,Mal Camino,Malla vial,Aprueba,Aprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,18-24,Tecnología,Soltero
FLORENCIA,566,Mal Camino,Mal Camino,Educación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Oscar Raúl Rojas,Ns/Nr,2,Femenino,25-34,Universidad,Separado/Viudo
FLORENCIA,567,Ns / Nr,Buen Camino,Malla vial,Aprueba,Desaprueba,Aprueba,Partido Liberal,Oscar Raúl Rojas,Desaprueba,1,Femenino,45-54,Primaria,Casado
FLORENCIA,568,Mal Camino,Mal Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,Oscar Conde Ortiz,Desaprueba,2,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,569,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Ns/Nr,1,Masculino,45-54,Primaria,Casado
FLORENCIA,570,Mal Camino,Buen Camino,Vivienda,Desaprueba,Desaprueba,Aprueba,Alianza Verde,Arnulfo Gasca Trujillo,Aprueba,3,Masculino,45-54,Primaria,Separado/Viudo
FLORENCIA,571,Mal Camino,Mal Camino,Malla vial,Ns/Nr,Desaprueba,Desaprueba,Polo Democrático Alternativo,Ns/Nr,Ns/Nr,2,Masculino,25-34,Posgrado,Unión libre
FLORENCIA,572,Mal Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,1,Masculino,35-44,Universidad,Casado
FLORENCIA,573,Mal Camino,Ns / Nr,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,45-54,Secundaria,Soltero
FLORENCIA,574,Buen Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Desaprueba,Ns / Nr,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,18-24,Secundaria,Unión libre
FLORENCIA,575,Buen Camino,Mal Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,45-54,Secundaria,Casado
FLORENCIA,576,Mal Camino,Mal Camino,Narcotráfico,Aprueba,Desaprueba,Desaprueba,Alianza Social Independiente - ASI,Ns/Nr,Desaprueba,1,Masculino,35-44,Tecnología,Unión libre
FLORENCIA,577,Buen Camino,Ns / Nr,Mototaxismo,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Oscar Raúl Rojas,Aprueba,1,Femenino,25-34,Tecnología,Soltero
FLORENCIA,578,Buen Camino,Buen Camino,Salud,Aprueba,Aprueba,Aprueba,Ns / Nr,Ns/Nr,Aprueba,1,Femenino,35-44,Secundaria,Soltero
FLORENCIA,579,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Alianza Verde,Luis Antonio Ruiz Cicery,Desaprueba,1,Masculino,25-34,Tecnología,Soltero
FLORENCIA,580,Mal Camino,Ns / Nr,Vivienda,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,45-54,Secundaria,Separado/Viudo
FLORENCIA,581,Mal Camino,Mal Camino,Inseguridad,Aprueba,Desaprueba,Desaprueba,Cambio Radical,Arnulfo Gasca Trujillo,Aprueba,3,Femenino,35-44,Universidad,Casado
FLORENCIA,582,Mal Camino,Buen Camino,Malla vial,Aprueba,Aprueba,Aprueba,Polo Democrático Alternativo,Ns/Nr,Desaprueba,2,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,583,Buen Camino,Mal Camino,Narcotráfico,Aprueba,Ns/Nr,Ns/Nr,Alianza Social Independiente - ASI,Diego Ramírez Osorio,Desaprueba,1,Masculino,45-54,Primaria,Casado
FLORENCIA,584,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Ns/Nr,Desaprueba,1,Masculino,35-44,Tecnología,Unión libre
FLORENCIA,585,Mal Camino,Buen Camino,Explotación petrolera,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,35-44,Tecnología,Casado
FLORENCIA,586,Buen Camino,Buen Camino,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,Desaprueba,3,Masculino,45-54,Primaria,Unión libre
FLORENCIA,587,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Ns/Nr,1,Masculino,45-54,Primaria,Unión libre
FLORENCIA,588,Mal Camino,Mal Camino,Narcotráfico,Aprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Masculino,35-44,Tecnología,Separado/Viudo
FLORENCIA,589,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Desaprueba,2,Masculino,25-34,Universidad,Soltero
FLORENCIA,590,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Oscar Conde Ortiz,Ns/Nr,1,Masculino,Mayor de 55,Primaria,Casado
FLORENCIA,591,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Desaprueba,2,Femenino,35-44,Secundaria,Casado
FLORENCIA,592,Buen Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Farc,Luis Antonio Ruiz Cicery,Aprueba,2,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,593,Buen Camino,Buen Camino,Salud,Aprueba,Aprueba,Aprueba,Ns / Nr,Ns/Nr,Aprueba,1,Femenino,25-34,Tecnología,Unión libre
FLORENCIA,594,Buen Camino,Buen Camino,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Aprueba,3,Femenino,18-24,Tecnología,Soltero
FLORENCIA,595,Buen Camino,Mal Camino,Vivienda,Ns/Nr,Desaprueba,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,2,Masculino,45-54,Tecnología,Unión libre
FLORENCIA,596,Mal Camino,Mal Camino,Educación,Ns/Nr,Desaprueba,Ns/Nr,Partido Liberal,Ns/Nr,Ns/Nr,1,Femenino,35-44,Universidad,Unión libre
FLORENCIA,597,Mal Camino,Mal Camino,Desempleo,Desaprueba,Ns/Nr,Desaprueba,Alianza Verde,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Soltero
FLORENCIA,598,Mal Camino,Mal Camino,Educación,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,Desaprueba,1,Masculino,18-24,Primaria,Unión libre
FLORENCIA,599,Buen Camino,Buen Camino,Educación,Desaprueba,Desaprueba,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Aprueba,1,Masculino,45-54,Primaria,Casado
FLORENCIA,600,Buen Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Oscar Conde Ortiz,Aprueba,1,Masculino,45-54,Primaria,Separado/Viudo
FLORENCIA,601,Buen Camino,Ns / Nr,Explotación petrolera,Desaprueba,Desaprueba,Desaprueba,Centro Democrático,Ns/Nr,Aprueba,2,Femenino,45-54,Primaria,Unión libre
FLORENCIA,602,Buen Camino,Buen Camino,Malla vial,Aprueba,Aprueba,Desaprueba,Partido Liberal,Oscar Conde Ortiz,Desaprueba,1,Masculino,45-54,Primaria,Unión libre
FLORENCIA,603,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Oscar Conde Ortiz,Desaprueba,1,Masculino,18-24,Tecnología,Soltero
FLORENCIA,604,Mal Camino,Mal Camino,Educación,Desaprueba,Ns/Nr,Desaprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,25-34,Secundaria,Unión libre
FLORENCIA,605,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,Desaprueba,1,Femenino,45-54,Universidad,Soltero
FLORENCIA,606,Buen Camino,Buen Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Desaprueba,1,Masculino,Mayor de 55,Ns / Nr,Separado/Viudo
FLORENCIA,607,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,3,Femenino,Mayor de 55,Ns / Nr,Separado/Viudo
FLORENCIA,608,Mal Camino,Mal Camino,Desempleo,Desaprueba,Ns/Nr,Aprueba,Centro Democrático,Ns/Nr,Desaprueba,1,Femenino,18-24,Secundaria,Soltero
FLORENCIA,609,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,18-24,Primaria,Soltero
FLORENCIA,610,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,25-34,Primaria,Soltero
FLORENCIA,611,Mal Camino,Mal Camino,Guerrilla,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,2,Masculino,18-24,Secundaria,Soltero
FLORENCIA,612,Mal Camino,Buen Camino,Mototaxismo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Argenis Garavito Arévalo,Ns/Nr,1,Femenino,35-44,Primaria,Casado
FLORENCIA,613,Buen Camino,Buen Camino,Guerrilla,Aprueba,Aprueba,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Aprueba,1,Femenino,35-44,Secundaria,Casado
FLORENCIA,614,Mal Camino,Ns / Nr,Inseguridad,Aprueba,Desaprueba,Desaprueba,Alianza Verde,Arnulfo Gasca Trujillo,Aprueba,3,Masculino,35-44,Primaria,Soltero
FLORENCIA,615,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Desaprueba,Partido Conservador,Arnulfo Gasca Trujillo,Aprueba,2,Femenino,25-34,Universidad,Soltero
FLORENCIA,616,Buen Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Aprueba,1,Femenino,25-34,Tecnología,Unión libre
FLORENCIA,617,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,25-34,Primaria,Unión libre
FLORENCIA,618,Buen Camino,Mal Camino,Educación,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Arnulfo Gasca Trujillo,Ns/Nr,1,Femenino,Mayor de 55,Secundaria,Unión libre
FLORENCIA,619,Buen Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Centro Democrático,Oscar Conde Ortiz,Aprueba,3,Femenino,25-34,Primaria,Soltero
FLORENCIA,620,Buen Camino,Mal Camino,Explotación petrolera,Aprueba,Ns/Nr,Desaprueba,Mira,Oscar Raúl Rojas,Ns/Nr,1,Masculino,45-54,Primaria,Casado
FLORENCIA,621,Mal Camino,Buen Camino,Desempleo,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Oscar Conde Ortiz,Desaprueba,1,Femenino,25-34,Primaria,Unión libre
FLORENCIA,622,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,623,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Cambio Radical,Arnulfo Gasca Trujillo,Aprueba,1,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,624,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Desaprueba,1,Masculino,35-44,Ns / Nr,Unión libre
FLORENCIA,625,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Argenis Garavito Arévalo,Desaprueba,1,Femenino,45-54,Secundaria,Casado
FLORENCIA,626,Buen Camino,Buen Camino,Salud,Aprueba,Aprueba,Aprueba,Ns / Nr,Oscar Raúl Rojas,Aprueba,2,Femenino,35-44,Universidad,Casado
FLORENCIA,627,Ns / Nr,Ns / Nr,Mototaxismo,Desaprueba,Ns/Nr,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Ns/Nr,1,Femenino,35-44,Primaria,Soltero
FLORENCIA,628,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Oscar Conde Ortiz,Desaprueba,1,Masculino,45-54,Primaria,Casado
FLORENCIA,629,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,1,Masculino,35-44,Tecnología,Unión libre
FLORENCIA,630,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,2,Femenino,18-24,Universidad,Soltero
FLORENCIA,631,Ns / Nr,Mal Camino,Mototaxismo,Aprueba,Desaprueba,Ns/Nr,Partido Liberal,Luis Francisco Ruíz Aguilar,Desaprueba,2,Femenino,45-54,Universidad,Separado/Viudo
FLORENCIA,632,Buen Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Aprueba,2,Masculino,35-44,Secundaria,Casado
FLORENCIA,633,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,18-24,Tecnología,Soltero
FLORENCIA,634,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Ns/Nr,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Desaprueba,1,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,635,Mal Camino,Mal Camino,Educación,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,35-44,Primaria,Unión libre
FLORENCIA,636,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Oscar Conde Ortiz,Desaprueba,1,Masculino,25-34,Universidad,Soltero
FLORENCIA,637,Buen Camino,Buen Camino,Vivienda,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Aprueba,3,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,638,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,35-44,Tecnología,Casado
FLORENCIA,639,Mal Camino,Buen Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,Desaprueba,1,Femenino,18-24,Tecnología,Unión libre
FLORENCIA,640,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Desaprueba,2,Masculino,45-54,Secundaria,Casado
FLORENCIA,641,Mal Camino,Mal Camino,Educación,Aprueba,Desaprueba,Aprueba,Alianza Social Independiente - ASI,Oscar Conde Ortiz,Desaprueba,3,Femenino,45-54,Posgrado,Separado/Viudo
FLORENCIA,642,Mal Camino,Mal Camino,Mototaxismo,Aprueba,Desaprueba,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,2,Femenino,35-44,Secundaria,Casado
FLORENCIA,643,Mal Camino,Mal Camino,Vivienda,Desaprueba,Aprueba,Aprueba,Alianza Verde,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,18-24,Secundaria,Soltero
FLORENCIA,644,Mal Camino,Buen Camino,Malla vial,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,Desaprueba,2,Femenino,18-24,Universidad,Unión libre
FLORENCIA,645,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,35-44,Tecnología,Unión libre
FLORENCIA,646,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luz Mila Cicery Ortiz,Desaprueba,2,Femenino,25-34,Tecnología,Soltero
FLORENCIA,647,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Masculino,45-54,Secundaria,Unión libre
FLORENCIA,648,Mal Camino,Mal Camino,Malla vial,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Arnulfo Gasca Trujillo,Desaprueba,2,Masculino,45-54,Primaria,Separado/Viudo
FLORENCIA,649,Mal Camino,Ns / Nr,Minería Ilegal,Ns/Nr,Aprueba,Aprueba,Farc,Oscar Conde Ortiz,Aprueba,2,Femenino,35-44,Posgrado,Soltero
FLORENCIA,650,Mal Camino,Buen Camino,Educación,Aprueba,Ns/Nr,Desaprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,Desaprueba,2,Masculino,25-34,Universidad,Casado
FLORENCIA,651,Mal Camino,Mal Camino,Deforestación,Desaprueba,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,3,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,652,Mal Camino,Mal Camino,Salud,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,2,Masculino,45-54,Primaria,Separado/Viudo
FLORENCIA,653,Ns / Nr,Mal Camino,Corrupción,Desaprueba,Aprueba,Ns/Nr,Partido Conservador,James Urrego Carvajal,Ns/Nr,1,Masculino,25-34,Secundaria,Casado
FLORENCIA,654,Buen Camino,Mal Camino,Educación,Ns/Nr,Aprueba,Ns/Nr,Partido Liberal,James Urrego Carvajal,Aprueba,2,Femenino,25-34,Tecnología,Unión libre
FLORENCIA,655,Mal Camino,Mal Camino,Inseguridad,Aprueba,Desaprueba,Ns/Nr,Mira,James Urrego Carvajal,Desaprueba,2,Femenino,35-44,Tecnología,Separado/Viudo
FLORENCIA,656,Ns / Nr,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Partido Liberal,Ns/Nr,Ns/Nr,2,Femenino,25-34,Tecnología,Soltero
FLORENCIA,657,Mal Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,Aprueba,2,Femenino,35-44,Secundaria,Casado
FLORENCIA,658,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,659,Mal Camino,Mal Camino,Salud,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Aprueba,1,Femenino,25-34,Secundaria,Soltero
FLORENCIA,660,Buen Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Oscar Conde Ortiz,Desaprueba,2,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,661,Mal Camino,Buen Camino,Guerrilla,Desaprueba,Ns/Nr,Ns/Nr,Partido de la U,Oscar Raúl Rojas,Desaprueba,1,Masculino,45-54,Primaria,Unión libre
FLORENCIA,662,Mal Camino,Mal Camino,Mototaxismo,Aprueba,Aprueba,Aprueba,Partido Liberal,Ns/Nr,Desaprueba,2,Femenino,45-54,Tecnología,Unión libre
FLORENCIA,663,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,1,Masculino,35-44,Secundaria,Soltero
FLORENCIA,664,Ns / Nr,Ns / Nr,Inseguridad,Desaprueba,Aprueba,Desaprueba,Partido Conservador,James Urrego Carvajal,Desaprueba,1,Femenino,18-24,Tecnología,Soltero
FLORENCIA,665,Mal Camino,Mal Camino,Salud,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,Desaprueba,2,Femenino,35-44,Tecnología,Unión libre
FLORENCIA,666,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Partido Liberal,Ns/Nr,Desaprueba,2,Femenino,18-24,Secundaria,Soltero
FLORENCIA,667,Buen Camino,Buen Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,18-24,Universidad,Unión libre
FLORENCIA,668,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,669,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Alianza Verde,Ns/Nr,Desaprueba,3,Masculino,45-54,Posgrado,Soltero
FLORENCIA,670,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,Aprueba,1,Femenino,45-54,Primaria,Unión libre
FLORENCIA,671,Mal Camino,Ns / Nr,Desempleo,Desaprueba,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,672,Mal Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Ns/Nr,2,Masculino,35-44,Universidad,Casado
FLORENCIA,673,Ns / Nr,Ns / Nr,Inseguridad,Aprueba,Aprueba,Aprueba,Centro Democrático,James Urrego Carvajal,Desaprueba,3,Masculino,25-34,Posgrado,Unión libre
FLORENCIA,674,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,Desaprueba,2,Femenino,25-34,Secundaria,Unión libre
FLORENCIA,675,Ns / Nr,Buen Camino,Mototaxismo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Ns/Nr,2,Masculino,45-54,Posgrado,Casado
FLORENCIA,676,Mal Camino,Mal Camino,Educación,Aprueba,Desaprueba,Desaprueba,Alianza Verde,César Augusto Torres Ríos,Desaprueba,1,Femenino,25-34,Tecnología,Unión libre
FLORENCIA,677,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Centro Democrático,Ns/Nr,Aprueba,1,Masculino,45-54,Secundaria,Casado
FLORENCIA,678,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Diego Ramírez Osorio,Desaprueba,2,Masculino,45-54,Universidad,Casado
FLORENCIA,679,Buen Camino,Mal Camino,Inseguridad,Desaprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Unión libre
